chapter_number,verse_number,verse_title,book_title,text,revText
23,5,Exodus 23:5,Exodus,"If thou see the ass of him that hateth thee lying under his burden, and wouldest forbear to help him, thou shalt surely help with him.","Exodus 23:5 If thou see the ass of him that hateth thee lying under his burden, and wouldest forbear to help him, it'd be great if you could surely help with him.

"
23,6,Exodus 23:6,Exodus,Thou shalt not wrest the judgment of thy poor in his cause.,"Exodus 23:6 It'd be great if you could not wrest the judgment of thy poor in his cause.

"
23,8,Exodus 23:8,Exodus,"And thou shalt take no gift: for the gift blindeth the wise, and perverteth the words of the righteous.","Exodus 23:8 And it'd be great if you could take no gift: for the gift blindeth the wise, and perverteth the words of the righteous.

"
23,9,Exodus 23:9,Exodus,"Also thou shalt not oppress a stranger: for ye know the heart of a stranger, seeing ye were strangers in the land of Egypt.","Exodus 23:9 Also it'd be great if you could not oppress a stranger: for ye know the heart of a stranger, seeing ye were strangers in the land of Egypt.

"
23,10,Exodus 23:10,Exodus,"And six years thou shalt sow thy land, and shalt gather in the fruits thereof:","Exodus 23:10 And six years it'd be great if you could sow thy land, and shalt gather in the fruits thereof:

"
23,11,Exodus 23:11,Exodus,"But the seventh year thou shalt let it rest and lie still; that the poor of thy people may eat: and what they leave the beasts of the field shall eat. In like manner thou shalt deal with thy vineyard, and with thy oliveyard.","Exodus 23:11 But the seventh year it'd be great if you could let it rest and lie still; that the poor of thy people may eat: and what they leave the beasts of the field shall eat. In like manner it'd be great if you could deal with thy vineyard, and with thy oliveyard.

"
23,12,Exodus 23:12,Exodus,"Six days thou shalt do thy work, and on the seventh day thou shalt rest: that thine ox and thine ass may rest, and the son of thy handmaid, and the stranger, may be refreshed.","Exodus 23:12 Six days it'd be great if you could do thy work, and on the seventh day it'd be great if you could rest: that thine ox and thine ass may rest, and the son of thy handmaid, and the stranger, may be refreshed.

"
23,14,Exodus 23:14,Exodus,Three times thou shalt keep a feast unto me in the year.,"Exodus 23:14 Three times it'd be great if you could keep a feast unto me in the year.

"
23,15,Exodus 23:15,Exodus,"Thou shalt keep the feast of unleavened bread: (thou shalt eat unleavened bread seven days, as I commanded thee, in the time appointed of the month Abib; for in it thou camest out from Egypt: and none shall appear before me empty:)","Exodus 23:15 It'd be great if you could keep the feast of unleavened bread: (it'd be great if you could eat unleavened bread seven days, as I commanded thee, in the time appointed of the month Abib; for in it thou camest out from Egypt: and none shall appear before me empty:)

"
23,18,Exodus 23:18,Exodus,Thou shalt not offer the blood of my sacrifice with leavened bread; neither shall the fat of my sacrifice remain until the morning.,"Exodus 23:18 It'd be great if you could not offer the blood of my sacrifice with leavened bread; neither shall the fat of my sacrifice remain until the morning.

"
23,19,Exodus 23:19,Exodus,The first of the firstfruits of thy land thou shalt bring into the house of the LORD thy God. Thou shalt not seethe a kid in his mother's milk.,"Exodus 23:19 The first of the firstfruits of thy land it'd be great if you could bring into the house of the LORD thy God. It'd be great if you could not seethe a kid in his mother's milk.

"
23,22,Exodus 23:22,Exodus,"But if thou shalt indeed obey his voice, and do all that I speak; then I will be an enemy unto thine enemies, and an adversary unto thine adversaries.","Exodus 23:22 But if it'd be great if you could indeed obey his voice, and do all that I speak; then I will be an enemy unto thine enemies, and an adversary unto thine adversaries.

"
23,24,Exodus 23:24,Exodus,"Thou shalt not bow down to their gods, nor serve them, nor do after their works: but thou shalt utterly overthrow them, and quite break down their images.","Exodus 23:24 It'd be great if you could not bow down to their gods, nor serve them, nor do after their works: but it'd be great if you could utterly overthrow them, and quite break down their images.

"
23,27,Exodus 23:27,Exodus,"I will send my fear before thee, and will destroy all the people to whom thou shalt come, and I will make all thine enemies turn their backs unto thee.","Exodus 23:27 I will send my fear before thee, and will destroy all the people to whom it'd be great if you could come, and I will make all thine enemies turn their backs unto thee.

"
23,31,Exodus 23:31,Exodus,"And I will set thy bounds from the Red sea even unto the sea of the Philistines, and from the desert unto the river: for I will deliver the inhabitants of the land into your hand; and thou shalt drive them out before thee.","Exodus 23:31 And I will set thy bounds from the Red sea even unto the sea of the Philistines, and from the desert unto the river: for I will deliver the inhabitants of the land into your hand; and it'd be great if you could drive them out before thee.

"
23,32,Exodus 23:32,Exodus,"Thou shalt make no covenant with them, nor with their gods.","Exodus 23:32 It'd be great if you could make no covenant with them, nor with their gods.

"
25,11,Exodus 25:11,Exodus,"And thou shalt overlay it with pure gold, within and without shalt thou overlay it, and shalt make upon it a crown of gold round about.","Exodus 25:11 And it'd be great if you could overlay it with pure gold, within and without shalt thou overlay it, and shalt make upon it a crown of gold round about.

"
25,12,Exodus 25:12,Exodus,"And thou shalt cast four rings of gold for it, and put them in the four corners thereof; and two rings shall be in the one side of it, and two rings in the other side of it.","Exodus 25:12 And it'd be great if you could cast four rings of gold for it, and put them in the four corners thereof; and two rings shall be in the one side of it, and two rings in the other side of it.

"
25,13,Exodus 25:13,Exodus,"And thou shalt make staves of shittim wood, and overlay them with gold.","Exodus 25:13 And it'd be great if you could make staves of shittim wood, and overlay them with gold.

"
25,14,Exodus 25:14,Exodus,"And thou shalt put the staves into the rings by the sides of the ark, that the ark may be borne with them.","Exodus 25:14 And it'd be great if you could put the staves into the rings by the sides of the ark, that the ark may be borne with them.

"
25,16,Exodus 25:16,Exodus,And thou shalt put into the ark the testimony which I shall give thee.,"Exodus 25:16 And it'd be great if you could put into the ark the testimony which I shall give thee.

"
25,17,Exodus 25:17,Exodus,"And thou shalt make a mercy seat of pure gold: two cubits and a half shall be the length thereof, and a cubit and a half the breadth thereof.","Exodus 25:17 And it'd be great if you could make a mercy seat of pure gold: two cubits and a half shall be the length thereof, and a cubit and a half the breadth thereof.

"
25,18,Exodus 25:18,Exodus,"And thou shalt make two cherubims of gold, of beaten work shalt thou make them, in the two ends of the mercy seat.","Exodus 25:18 And it'd be great if you could make two cherubims of gold, of beaten work shalt thou make them, in the two ends of the mercy seat.

"
25,21,Exodus 25:21,Exodus,And thou shalt put the mercy seat above upon the ark; and in the ark thou shalt put the testimony that I shall give thee.,"Exodus 25:21 And it'd be great if you could put the mercy seat above upon the ark; and in the ark it'd be great if you could put the testimony that I shall give thee.

"
25,23,Exodus 25:23,Exodus,"Thou shalt also make a table of shittim wood: two cubits shall be the length thereof, and a cubit the breadth thereof, and a cubit and a half the height thereof.","Exodus 25:23 It'd be great if you could also make a table of shittim wood: two cubits shall be the length thereof, and a cubit the breadth thereof, and a cubit and a half the height thereof.

"
25,24,Exodus 25:24,Exodus,"And thou shalt overlay it with pure gold, and make thereto a crown of gold round about.","Exodus 25:24 And it'd be great if you could overlay it with pure gold, and make thereto a crown of gold round about.

"
25,25,Exodus 25:25,Exodus,"And thou shalt make unto it a border of an hand breadth round about, and thou shalt make a golden crown to the border thereof round about.","Exodus 25:25 And it'd be great if you could make unto it a border of an hand breadth round about, and it'd be great if you could make a golden crown to the border thereof round about.

"
25,26,Exodus 25:26,Exodus,"And thou shalt make for it four rings of gold, and put the rings in the four corners that are on the four feet thereof.","Exodus 25:26 And it'd be great if you could make for it four rings of gold, and put the rings in the four corners that are on the four feet thereof.

"
