bookid	language	lc_classifications	lccn	ocaid	oclc_numbers	publish_country	year	publish_places	publishers	title	authorbirth	workyear	author	nwords	country	state	author_age	lc0	lc1	lc2	aLanguage	authorBirth_year
632472	eng	PS3573.A425 B45 1997	96041159	anythingweloveca00walk	0	nyu	1997	New York	Random House	Anything we love can be saved	1944	1997	Alice Walker	NULL	USA	NY	53	P	PS	3573	eng	1944
42674	eng	HC800 .M3527 1997	96041168	roadtohellravagi00mare	0	nyu	1997	New York	Free Press	The road to hell	NULL	1997	Michael Maren	NULL	USA	NY	NULL	H	HC	800	eng	NULL
318041	eng	TX910.5.L365 A3 1997	96041204	ultimatelarkinse00lark	35559064	miu	1997	"Troy, Mich"	Momentum Books	The ultimate Lark	1930	1997	Jim Lark	NULL	USA	MI	67	T	TX	910	eng	1930
667512	eng	PZ7.F5992 Mr 1997	96041225	mrmysteriouscomp00flei	35574577	nyu	1997	New York	Greenwillow Books	Mr. Mysterious & Company	1920	NULL	Sid Fleischman	NULL	USA	NY	77	P	PZ	7	eng	1920
562168	eng	DG975.P25 W55 1997	96041229	mothertongueamer00wild	35620296	nyu	1997	New York	North Point Press	Mother tongue	NULL	1997	Wallis Wilde-Menozzi	NULL	USA	NY	NULL	D	DG	975	eng	NULL
991733	eng	F192.3 .K69 1996	96041239	washingtondcvirg00kost	0	dcu	1996	"Washington, D.C"	The Society	"Washington, D.C. and Virginia, West Virginia, Maryland, and Delaware"	1951	NULL	K. M. Kostyal	NULL	USA	DC	45	NULL	F	192	eng	1951
628699	eng	E89 .N53 1997	96041254	reformersactivis00niel	0	nyu	1997	"New York, NY"	Facts on File	Reformers and activists	NULL	1997	Nancy J. Nielsen	NULL	USA	NY	NULL	E	E	89	eng	NULL
991734	eng	HV8073.8 .J66 1997	96041277	fingerprintstalk00jone	35627580	nyu	1997	New York	Delacorte Press	Fingerprints and talking bones	NULL	1997	Charlotte Foltz Jones	NULL	USA	NY	NULL	NULL	HV	8073	eng	NULL
930640	eng	F606 .S87 1996	96041286	stockwellofminne00ever	35559079	mnu	1996	"St. Cloud, Minn"	North Star Press of St. Cloud	Stockwell of Minneapolis	1918	1996	William P. Everts	NULL	USA	MN	78	F	F	606	eng	1918
442250	eng	DK290.3.G67 A3 1996	96041308	memoirsgorb00gorb	0	nyu	1996	New York	Doubleday	Memoirs	1931	NULL	Mikhail Sergeevich Gorbachev	NULL	USA	NY	65	D	DK	290	eng	1931
473069	eng	PR6070.O685 D48 1996	96041335	devilscarousel00torr	0	nyu	1996	New York	Harcourt Brace & Co.	The devil's carousel	1935	1996	Jeff Torrington	NULL	USA	NY	61	P	PR	6070	eng	1935
469144	eng	PZ7.K2519 San 1996	96041404	sandybottomorche00keil	35298649	nyu	1996	New York	Hyperion Books for Children	The Sandy Bottom Orchestra	NULL	1996	Garrison Keillor	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
469145	eng	RC648 .T46 1998	96041440	williamstextbook00wils	0	pau	1998	Philadelphia	Saunders	Williams textbook of endocrinology.	NULL	NULL	Jean D. Wilson	NULL	USA	PA	NULL	R	RC	648	eng	NULL
767712	eng	RC564.29 .W47 1997	96041485	bettyfordcenterb00west	0	nyu	1997	New York	Pocket Books	The Betty Ford Center book of answers	NULL	1997	James W. West	NULL	USA	NY	NULL	R	RC	564	eng	NULL
372748	eng	BF697.5.B63 L56 1997	96041486	wellroundedeight00lipprich	35305143	nyu	1997	New York	Pocket Books	Well rounded	NULL	1997	Catherine Lippincott	NULL	USA	NY	NULL	B	BF	697	eng	NULL
787093	eng	HT1581 .G694 1997	96041495	globalizationsur00gree	0	nyu	1997	Albany	State University of New York Press	Globalization and survival in the Black diaspora	NULL	NULL	"Green, Charles"	NULL	USA	NY	NULL	H	HT	1581	eng	NULL
648145	eng	HD30.37 .M367 1997	96041531	webvisionsinside00marl	0	nyu	1997	New York	Van Nostrand Reinhold	Web visions	NULL	1996	Eugene Marlow	NULL	USA	NY	NULL	H	HD	30	eng	NULL
957316	eng	BV4596.S5 M35 1997	96041550	whattodountillov00mcki	0	oru	1997	"Eugene, Or"	Harvest House Publishers	What to do until love finds you	1957	1997	Michelle McKinney Hammond	NULL	USA	OR	40	B	BV	4596	eng	1957
717524	eng	E666 .R78 1997	96041567	robberbaronsradi00stil	0	nyu	1997	"New York, NY"	Berkley Pub. Group	Robber barons and radicals	NULL	NULL	NULL	NULL	USA	NY	NULL	E	E	666	eng	NULL
648146	eng	PS3569.H39258 L37 1997	96041579	lastrightsnovel00shel	35360738	nyu	1997	"New York, NY"	Simon & Schuster	Last rights	NULL	1997	Philip Shelby	NULL	USA	NY	NULL	P	PS	3569	eng	NULL
752003	eng	HF5415.1265 .H34 1997	96041597	netgainexpanding00hage	0	mau	1997	Boston	Harvard Business School Press	Net gain	NULL	1997	John Hagel	NULL	USA	MA	NULL	H	HF	5415	eng	NULL
636469	eng	HC110.I5 B367 1996	96041610	americawhostoled00barl	0	mou	1996	Kansas City	Andrews and McMeel	America	NULL	1992	Donald L. Barlett	NULL	USA	MO	NULL	H	HC	110	eng	NULL
446146	eng	KF353 .B47 1996	96041614	50mostinfluentia00berr	0	lau	1996	Los Angeles	Lowell House	The 50 most influential women in American law	NULL	1996	Dawn Bradley Berry	NULL	USA	LA	NULL	K	KF	353	eng	NULL
361016	eng	PT9875.B533 E57 1996	96041618	privateconfessio00berg	0	nyu	1997	New York	Arcade Pub.	Private confessions	1918	1997	Ingmar Bergman	NULL	USA	NY	79	P	PT	9875	eng	1918
991735	eng	JC571 .H355 1997	96041658	rightsinhome00haug	35559091	nyu	1997	New York	Franklin Watts	Rights in the home	NULL	NULL	Emma Haughton	NULL	USA	NY	NULL	NULL	JC	571	eng	NULL
663711	eng	PS3551.L455 H69 1997	96041680	howigavemyheartt00alli	35364741	nju	1997	"Hopewell, N.J"	Ecco Press	How I gave my heart to the restaurant business	NULL	1997	Karen Hubert Allison	NULL	USA	NJ	NULL	P	PS	3551	eng	NULL
294684	eng	PZ7.F955456 Ho 1997	96041699	homefull00full	35566169	nyu	1997	New York	Tom Doherty Associates	Home	NULL	1997	Kimberly Fuller	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
791071	eng	RJ387.A25 B847 1997	96041716	carminesstoryboo00schu	35559100	mnu	1997	Minneapolis	Lerner Publications	Carmine's story	NULL	1997	Arlene Schulman	NULL	USA	MN	NULL	R	RJ	387	eng	NULL
991736	eng	R154.B623 B87 1997	96041732	elizabethblackwe00burb	35566171	nyu	1997	New York	PowerKids Press	Elizabeth Blackwell	NULL	1997	Liza N. Burby	NULL	USA	NY	NULL	NULL	R	154	eng	NULL
108970	eng	PS3566.A7726 L66 1997	96041761	loneliestroadina00parv	0	cau	1997	San Francisco	Chronicle Books	The loneliest road in America	NULL	1997	Roy Parvin	NULL	USA	CA	NULL	P	PS	3566	eng	NULL
826209	eng	BS1199.F32 F36 1997	96041778	familiesinancien00perd	0	kyu	1997	"Louisville, Ky"	Westminster John Knox Press	Families in ancient Israel	NULL	NULL	Leo G. Perdue	NULL	USA	KY	NULL	B	BS	1199	eng	NULL
941967	eng	HF5547.5 .S7242 1997	96041843	professionalsecr00spen	0	nyu	1997	"Hauppauge, N.Y"	Barron's Educational Series	The professional secretary's handbook.	1954	NULL	John Spencer	NULL	USA	NY	43	H	HF	5547	eng	1954
186737	eng	ML3929 .H33 1997	96041844	greatafricanamer00hack	0	nyu	1997	New York	Crabtree Pub.	Great African Americans in jazz	NULL	1997	Carlotta Hacker	NULL	USA	NY	NULL	M	ML	3929	eng	NULL
310126	spa	PZ73 .R95 1997	96041919	henryymudgeyelme00ryla	35586904	nyu	1997	"New York, NY"	Libros ColibriíÅ/Aladdin Paperbacks	Henry y Mudge y el mejor diíÅa del aníÄo	1955	NULL	Ann M. Martin	NULL	USA	NY	42	P	PZ	73	spa	1955
991737	eng	Q141 .L6813 1997	96041923	scientistsdoctor00lind	35651243	nyu	1997	New York	Twenty-First Century Books	Scientists and doctors	NULL	1997	Laurie Lindop	NULL	USA	NY	NULL	NULL	Q	141	eng	NULL
991738	eng	PN1991.3.U6 D8 1998	96041959	onairencyclop00dunn	0	nyu	1998	New York	Oxford University Press	On the air	1942	1998	"Dunning, John"	NULL	USA	NY	56	NULL	PN	1991	eng	1942
236484	eng	BX6495.G666 C67 1997	96041961	ruthportraitstor00corn	0	nyu	1997	New York	Doubleday	"Ruth, a portrait"	NULL	1997	Patricia Daniels Cornwell	NULL	USA	NY	NULL	B	BX	6495	eng	NULL
496179	eng	PS3551.D324 M44 1997	96042001	medicinemennovel00adam	0	nyu	1997	New York	Alfred A. Knopf	Medicine men	1926	NULL	Alice Adams	NULL	USA	NY	71	P	PS	3551	eng	1926
991739	eng	PZ7.P61464 Em 1997	96042022	emperormage00pier	0	nyu	1997	New York	Random House	Emperor Mage	1954	1995	Tamora Pierce	NULL	USA	NY	43	NULL	PZ	7	eng	1954
991740	eng	PZ7.P61464 Wi 1997	96042023	wildmagic00pier	0	nyu	1997	New York	Random House	Wild magic	1954	1992	Tamora Pierce	NULL	USA	NY	43	NULL	PZ	7	eng	1954
155475	eng	BF1720.5 .M47 1997	96042027	beyondhorizonvis00merc	35650654	nyu	1997	New York	Warner Books	Beyond the horizon	NULL	1997	Walter Mercado	NULL	USA	NY	NULL	B	BF	1720	eng	NULL
7803	eng	PS3558.A3232 S65 1997	96042033	spiritcaller00hage	35627600	nyu	1997	New York	Mysterious Press	The spirit caller	NULL	NULL	Jean Hager	NULL	USA	NY	NULL	P	PS	3558	eng	NULL
605229	eng	HF5549.5.J63 L43 1997	96042039	journeyintoheroi00lebo	35620327	cau	1997	"Rocklin, CA"	Prima Pub.	A journey into the heroic environment	NULL	1990	Rob Lebow	NULL	USA	CA	NULL	H	HF	5549	eng	NULL
310127	eng	QA152.2 .W436 1997	96042042	collegealgebra00wellgoog	35280844	nju	1997	"Upper Saddle River, N.J"	Prentice Hall	College algebra	1945	1996	Dave Wells	138839	USA	NJ	52	Q	QA	152	eng	1945
577933	eng	PN6162 .M495 1996	96042045	whywewatchkillin00mill	35360784	nyu	1996	"New York, NY"	Simon & Schuster	Why we watch	NULL	1996	"Miller, Will Dr."	NULL	USA	NY	NULL	P	PN	6162	eng	NULL
616963	eng	PZ7.B79984 Br 1996	96042062	blazerdrive00brou	35360786	txu	1996	"Dallas, Tex"	Word Pub.	Blazer drive	1959	NULL	Sigmund Brouwer	NULL	USA	TX	37	P	PZ	7	eng	1959
991741	eng	QL696.C63 P38 1997	96042072	pigeonspate00pate	35360787	nyu	1997	New York	Clarion Books	Pigeons	NULL	NULL	Dorothy Hinshaw Patent	NULL	USA	NY	NULL	NULL	QL	696	eng	NULL
783140	eng	PN1992.77.X22 L72 1996	96042078	trustnooneoffici00lowr	0	nyu	1996	New York	HarperPrism	Trust no one	NULL	1996	Brian Lowry	NULL	USA	NY	NULL	P	PN	1992	eng	NULL
282997	eng	PZ7.B6237 Be 1998	96042100	bedtime00blos	35325364	nyu	1998	New York	Simon & Schuster Books for Young Readers	Bedtime!	NULL	1998	Joan W. Blos	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
558241	eng	PS3563.O552 S68 1997	96042149	soundoftrumpetev00mood	0	nyu	1997	New York	Walker	The sound of the trumpet	1941	1996	Bill Moody	NULL	USA	NY	56	P	PS	3563	eng	1941
991742	eng	PZ7.A26145 Mo 1997	96042175	morethanhorse00adle	35331359	nyu	1997	New York	Clarion Books	More than a horse	NULL	1997	C. S. Adler	NULL	USA	NY	NULL	NULL	PZ	7	eng	NULL
263519	eng	PS3555.V2126 T48 1997	96042176	threetogetdeadly00evan	0	nyu	1997	New York	Scribner	Three to get deadly	1943	NULL	Janet Evanovich	NULL	USA	NY	54	P	PS	3555	eng	1943
7804	eng	QH307.2 .M39 1997	96042192	thisisbiologysci00mayr	0	mau	1997	"Cambridge, Mass"	Belknap Press of Harvard University Press	This is biology	1904	1997	Ernst Mayr	NULL	USA	MA	93	Q	QH	307	eng	1904
143923	eng	PZ7.T176 Iaab 1997	96042285	ilovemyhair00tarp	0	mau	1997	Boston	"Little, Brown"	I love my hair!	NULL	1997	Natasha Tarpley	NULL	USA	MA	NULL	P	PZ	7	eng	NULL
42675	eng	DT1768.Z95 N39 1997	96042293	zulungwa00ngwa	35364767	nyu	1997	New York	Rosen Pub. Group	Zulu	NULL	1997	Zolani Ngwane	NULL	USA	NY	NULL	D	DT	1768	eng	NULL
538879	eng	HT169.57.U62 S45 1997	96042311	commonplacetowar00kelb	0	wau	1997	Seattle	University of Washington Press	Common place	NULL	1997	Doug Kelbaugh	NULL	USA	WA	NULL	H	HT	169	eng	NULL
50462	eng	QA76.9.D26 H477 1997	96042313	databasedesignfo00hern	0	mau	1997	"Reading, Mass"	Addison-Wesley Developers Press	Database design for mere mortals	1955	1996	Michael J. Hernandez	NULL	USA	MA	42	Q	QA	76	eng	1955
399931	eng	QL638.93 .B38 1997	96042324	sharkattackalman00batt	35559145	nyu	1997	New York	Random House	Shark attack almanac	NULL	NULL	Mary Batten	NULL	USA	NY	NULL	Q	QL	638	eng	NULL
814477	eng	PZ7.C7878 Br 1997	96042389	boggartmonster00coop	35397862	nyu	1997	New York	Margaret K. McElderry Books	The Boggart and the monster	1935	NULL	Susan Mary Cooper	NULL	USA	NY	62	P	PZ	7	eng	1935
345419	eng	PS3560.A2117 V54 1997	96042399	viewfromhereanov00jack	0	nyu	1997	New York	Pocket Books	The view from here	NULL	1997	Brian Keith Jackson	NULL	USA	NY	NULL	P	PS	3560	eng	NULL
97137	eng	QC945 .J66 1997	96042412	perfectstorm00jung	0	nyu	1997	New York	Norton	The perfect storm	1962	1997	Sebastian Junger	NULL	USA	NY	35	Q	QC	945	eng	1962
926679	eng	TH4817.3 .B46 1997	96042414	renovatingwomang00benn	35293025	nyu	1997	New York	Pocket Books	Renovating woman	NULL	1997	Allegra Bennett	NULL	USA	NY	NULL	T	TH	4817	eng	NULL
891800	eng	Z1035 .R263 1997	96042428	readerscatalogan00obri	0	nyu	1997	New York	Reader's Catalog	The reader's catalog	1948	NULL	Geoffrey O'Brien	NULL	USA	NY	49	Z	Z	1035	eng	1948
991743	eng	PS3563.A6362 R635 1997	96042436	roguewarriordesi00marc	35293029	nyu	1997	New York	Pocket Books	Rogue warrior--Designation gold	NULL	NULL	Richard Marcinko	NULL	USA	NY	NULL	NULL	PS	3563	eng	NULL
267350	eng	E814 .S38 1997	96042437	harrystruman00schu	35364773	nju	1997	"Springfield, NJ"	Enslow Publishers	Harry S. Truman	NULL	NULL	Michael Schuman	NULL	USA	NJ	NULL	E	E	814	eng	NULL
601371	eng	E840.8.K4 H37 1997	96042447	rippleofhopelife00harr	35574613	nyu	1997	New York	Lodestar Books	A ripple of hope	1936	1997	"Harrison, Barbara"	NULL	USA	NY	61	E	E	840	eng	1936
991744	eng	PS3562.A75249 V47 1997	96042478	veritasnovel00lash	0	nyu	1997	New York	ReganBooks	Veritas	NULL	1997	William Lashner	NULL	USA	NY	NULL	NULL	PS	3562	eng	NULL
880419	eng	PZ10.3.C8866 Iajf 1997	96042522	iamlittlekangaro00croz	0	nyu	1997	"Hauppauge, N.Y"	Barron's Educational Series	I am a little kangaroo	NULL	1997	Francí_ois Crozat	NULL	USA	NY	NULL	P	PZ	10	eng	NULL
19361	eng	PS3556.O754 S28 1997	96042527	saturnrukh00forw	35325379	nyu	1997	New York	Tor	Saturn rukh	NULL	NULL	Robert L. Forward	NULL	USA	NY	NULL	P	PS	3556	eng	NULL
744287	eng	PS3573.A425635 S86 1997	96042528	supposedlyfunthi00wall	0	mau	1997	Boston	"Little, Brown and Co."	A supposedly fun thing I'll never do again	1962	1997	David Foster Wallace	NULL	USA	MA	35	P	PS	3573	eng	1962
361017	eng	PZ7.D943 He 1998	99214678	heartforqueenofh00duss	43296842	nyu	1998	New York	Grossert & Dunlap	A heart for the Queen of Hearts	NULL	NULL	Jennifer Dussling	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
423015	eng	PZ7.P2197 Jtx 1997	96042542	juniebjonesisnot00park	0	nyu	1997	New York	Random House	Junie B. Jones is not a crook	1955	NULL	Ann M. Martin	NULL	USA	NY	42	P	PZ	7	eng	1955
690508	eng	PS3554.O695 C56 1997	96042544	cloudchambernove00dorr	0	nyu	1997	New York	Scribner	Cloud chamber	NULL	1997	Michael Dorris	NULL	USA	NY	NULL	P	PS	3554	eng	NULL
407495	eng	SF293.M9 S55 1997	96042682	mustangsilv00silv	35318629	ctu	1997	"Brookfield, Conn"	Millbrook Press	The mustang	NULL	NULL	Alvin Silverstein	NULL	USA	CT	NULL	S	SF	293	eng	NULL
453803	eng	NK2115.5.C6 S26 1997	96042686	truecolors00sapo	0	nyu	1997	New York	Hearst Books	True colors	NULL	1997	Donna Sapolin	NULL	USA	NY	NULL	N	NK	2115	eng	NULL
65942	eng	QL737.C23 S55 1997	96042690	floridapanther00silv	35397871	ctu	1997	"Brookfield, Conn"	Millbrook Press	The Florida panther	NULL	NULL	Alvin Silverstein	NULL	USA	CT	NULL	Q	QL	737	eng	NULL
667513	eng	HF5549 .T649 1997	96042916	artskillofdealin00toro	0	nju	1997	"Paramus, N.J"	Prentice Hall	Mana ger's guide to dealing with difficult people	NULL	NULL	Brandon Toropov	NULL	USA	NJ	NULL	H	HF	5549	eng	NULL
991745	eng	HQ536 .S39 1997	96042923	marriagesfamilie00schw	35318783	nju	1997	"Upper Saddle River, N.J"	Prentice Hall	Marriages and families	NULL	1994	Mary Ann Schwartz	NULL	USA	NJ	NULL	NULL	HQ	536	eng	NULL
620792	eng	HD31 .G396 1997	96042975	synergymythother00gene	0	nyu	1997	New York	St. Martin's Press	The synergy myth and other ailments of business today	NULL	1997	Harold Geneen	NULL	USA	NY	NULL	H	HD	31	eng	NULL
527367	eng	QE5 .M364 1997	96042986	mcgrawhilldictio00park	0	nyu	1997	New York	McGraw-Hill	McGraw-Hill dictionary of earth science	NULL	NULL	NULL	NULL	USA	NY	NULL	Q	QE	5	eng	NULL
290699	eng	GE149 .S36 1997	96042987	laboratoryearthp00schn	0	nyu	1997	New York	BasicBooks	Laboratory earth	NULL	1997	Stephen Henry Schneider	NULL	USA	NY	NULL	G	GE	149	eng	NULL
3891	eng	BL80.2 .G36 1997	96042996	religionsexplain00gane	35548942	nyu	1997	New York	H. Holt & Co.	Religions explained	1961	NULL	Anita Ganeri	NULL	USA	NY	36	B	BL	80	eng	1961
112770	eng	PR9199.3.I68 I57 1997	96043003	instructor00irelrich	35331400	nju	1997	"Hopewell, N.J"	Ecco Press	The instructor	NULL	1996	Ann Ireland	NULL	USA	NJ	NULL	P	PR	9199	eng	NULL
991746	eng	PS3563.A72433 J34 1996	99214699	jackjillromance00mart	36325802	nyu	1996	New York	S. French	Jack and Jill	NULL	NULL	"Martin, Jane."	NULL	USA	NY	NULL	NULL	PS	3563	eng	NULL
991747	eng	PZ7.H83727 Wat 1997	96043045	watcher00howe	0	nyu	1997	New York	Atheneum Books for Young Readers	The watcher	1946	1997	"Howe, James"	NULL	USA	NY	51	NULL	PZ	7	eng	1946
434619	eng	LD2160 .R65 1997	96043051	comingapartmemoi00rose	0	mau	1997	Boston	"Little, Brown and Co."	Coming apart	NULL	1997	Roger Rosenblatt	NULL	USA	MA	NULL	L	LD	2160	eng	NULL
143924	eng	PZ8.3.H3339 Wh 1998	96043071	wheredobearsslee00haze	0	nyu	1998	New York	HarperCollinsPublishers	Where do bears sleep?	NULL	1970	Barbara Shook Hazen	NULL	USA	NY	NULL	P	PZ	8	eng	NULL
361018	eng	E748.L894 M67 1997	96043084	rageforfameascen00morr	0	nyu	1997	New York	Random House	Rage for fame	NULL	1997	Sylvia Jukes Morris	NULL	USA	NY	NULL	E	E	748	eng	NULL
740438	eng	HQ1206 .R75 1997	96043110	princessamachiav00rubi	0	nyu	1997	New York	Doubleday	The princessa	1952	NULL	Harriet Rubin	NULL	USA	NY	45	H	HQ	1206	eng	1952
446147	spa	HD1365 .S25 1997	96043116	diccionariodelne00sall	35318848	ilu	1997	"Chicago, Ill"	Real Estate Education Co.	Diccionario del negocio inmobiliario	NULL	1997	Marcelo Salles BergeíÅs y Chapital	NULL	USA	IL	NULL	H	HD	1365	spa	NULL
232675	eng	KF8745.B68 R43 1997	96043133	reasonpassionjus00rose	0	nyu	1997	New York	Norton	Reason and passion	NULL	NULL	E. Joshua Rosenkranz	NULL	USA	NY	NULL	K	KF	8745	eng	NULL
217247	eng	D24 .V36 1996	96043145	sixtygreatestcon00vank	0	nju	1996	"Secaucus, N.J"	Carol Pub. Group	The  sixty greatest conspiracies of all time	1962	1996	Jonathan Vankin	NULL	USA	NJ	34	D	D	24	eng	1962
205660	eng	KF547.Z9 L48 1997	96043232	fathersrightshar00levi	35391001	nyu	1997	New York	BasicBooks	Fathers' rights	NULL	1997	Jeffery Leving	NULL	USA	NY	NULL	K	KF	547	eng	NULL
321962	eng	BF1175 .M36 1997	96043249	smallmiraclesext00mand	0	mau	1997	"Holbrook, Mass"	Adams Media Corp.	Small miracles	NULL	NULL	Yitta Halberstam Mandelbaum	NULL	USA	MA	NULL	B	BF	1175	eng	NULL
54407	eng	HV875.55 .B45 1997	96043250	completeadoption00beau	35360944	mau	1997	"Holbrook, Mass"	Adams Media Corp.	The complete adoption book	NULL	1997	Laura Beauvais-Godwin	NULL	USA	MA	NULL	H	HV	875	eng	NULL
570011	eng	HN773.5 .R53 1997	96043260	outofamericablac00rich	0	nyu	1997	New York	BasicBooks	Out of America	NULL	1997	Keith B. Richburg	NULL	USA	NY	NULL	H	HN	773	eng	NULL
349340	eng	HM132 .R23 1997	96043265	101waystoflirtho00rabi	35450532	nyu	1997	New York	Plume	101 ways to flirt	NULL	1997	Susan Rabin	NULL	USA	NY	NULL	H	HM	132	eng	NULL
457690	eng	BS661 .S35 1997	96043269	curseofcainviole00schw	0	ilu	1997	Chicago	University of Chicago Press	The curse of Cain	NULL	1997	Regina M. Schwartz	NULL	USA	IL	NULL	B	BS	661	eng	NULL
124488	eng	QL452.2 .R47 1996	99214728	spidersresn00resn	34181040	ilu	1996	"Chicago, IL"	Kidsbooks	Spiders	NULL	NULL	Jane Parker Resnick	NULL	USA	IL	NULL	Q	QL	452	eng	NULL
399932	eng	QL666.O6 R43 1996	99214729	snakesresn00resn	34176248	ilu	1996	Chicago	Kidsbooks	Snakes	NULL	NULL	Jane Parker Resnick	NULL	USA	IL	NULL	Q	QL	666	eng	NULL
706044	eng	QL638.9 .R467 1995	99214730	sharks00resn	32176633	ilu	1995	"Chicago, IL"	Kidsbooks	Sharks	NULL	NULL	Jane Parker Resnick	NULL	USA	IL	NULL	Q	QL	638	eng	NULL
69947	eng	QL467.2 .L58 1997	96043331	somebugsglowinda00llew	0	ctu	1997	"Brookfield, CT"	Copper Beech Books	Some bugs glow in the dark	NULL	1997	Claire Llewellyn	NULL	USA	CT	NULL	Q	QL	467	eng	NULL
949611	eng	QL666.L2 M358 1997	99214731	lizardsmate00mate	36620720	ilu	1997	"Chicago, IL"	Kidsbooks	Lizards	NULL	NULL	Robert Matero	NULL	USA	IL	NULL	Q	QL	666	eng	NULL
101081	eng	QA331.3 .F84 1997	96043342	functioninginrea00gord	35450545	mau	1997	"Reading, Mass"	Addison-Wesley	Functioning in the real world	NULL	NULL	Sheldon P. Gordon	NULL	USA	MA	NULL	Q	QA	331	eng	NULL
170970	eng	QL696.S473 R47 1997	99214732	penguins00resn	36620775	ilu	1997	"Chicago, IL"	Kidsbooks	Penguins	NULL	NULL	Jane Parker Resnick	NULL	USA	IL	NULL	Q	QL	696	eng	NULL
519642	eng	HQ755.85 .S538 1997	96043349	frontporchparent00simo	35521725	cou	1997	Colorado Springs	ChariotVictor	Front porch parenting	1948	1997	Mary Manz Simon	NULL	USA	CO	49	H	HQ	755	eng	1948
77605	eng	GV1065.17.T73 H45 1997	96043355	marathontraining00hend	0	ilu	1997	"Champaign, IL"	Human Kinetics	Marathon training	1943	1997	Joe Henderson	NULL	USA	IL	54	G	GV	1065	eng	1943
991748	eng	QL737.C22 R47 1995	99214734	wolvescoyotes00resn	32161383	ilu	1995	"Chicago, IL"	Kidsbooks	Wolves and coyotes	NULL	NULL	Jane Parker Resnick	NULL	USA	IL	NULL	NULL	QL	737	eng	NULL
500054	eng	PS3552.A45 Z66 1997	96043381	jamesbaldwinvoic00gott	0	nyu	1997	New York	F. Watts	James Baldwin	NULL	NULL	Ted Gottfried	NULL	USA	NY	NULL	P	PS	3552	eng	NULL
814478	eng	PS3551.B3394 G74 1997	96043384	greatamericannov00abel	35548975	nyu	1997	New York	Simon & Schuster	The great American	NULL	1997	Alex Abella	NULL	USA	NY	NULL	P	PS	3551	eng	NULL
861130	eng	QA39.2 .A54 1997	96043388	surveyofmathemat00ange	35548977	mau	1997	"Reading, Mass"	Addison-Wesley	A survey of mathematics with applications	1942	NULL	Allen R. Angel	NULL	USA	MA	55	Q	QA	39	eng	1942
853336	eng	BL624 .P43 1997	96043391	roadlesstravel00peck	0	nyu	1997	New York	Simon & Schuster	The road less traveled and beyond	1936	1997	M. Scott Peck	NULL	USA	NY	61	B	BL	624	eng	1936
31039	eng	PS3554.U31917 L37 1997	96043418	lastcomeseggnove00duff	0	nyu	1997	"New York, NY"	Simon & Schuster	Last comes the egg	NULL	1997	Bruce Duffy	NULL	USA	NY	NULL	P	PS	3554	eng	NULL
7805	eng	E83.87 .Q56 1997	96043421	hellwithfireouth00quin	35593467	mau	1997	Boston	Faber & Faber	Hell with the fire out	NULL	1997	Arthur Quinn	NULL	USA	MA	NULL	E	E	83	eng	NULL
991749	eng	PN6122 .L4 1997	96043423	lendmeyourearsgr00safi	0	nyu	1997	New York	W.W. Norton	Lend me your ears	1929	NULL	William Safire	NULL	USA	NY	68	NULL	PN	6122	eng	1929
275138	eng	DT450.435 B63 2000	96043424	rwandacountrytor00bodn	0	mnu	2000	Minneapolis	Lerner Publications	Rwanda	NULL	1999	Kari Bodnarchuk	NULL	USA	MN	NULL	D	DT	450	eng	NULL
725150	eng	PZ7.N65 Mo 1997	96043431	murderedmysweet00nixo	35638584	nyu	1997	New York	Delacorte Press	"Murdered, my sweet"	NULL	1997	Joan Lowery Nixon	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
991750	eng	BL73.D46 A3 1997	96043434	patterndenn00denn	35650662	cau	1997	"Lower Lake, Calif"	Integral Pub. in association with Entagram Productions	The pattern	1951	1997	Lynnclaire Dennis	NULL	USA	CA	46	NULL	BL	73	eng	1951
